rater_id,sentence,rating,sense,verb,typicality,naturalness,sentence_type,surprisal,freq,verbnet_class
5c6381df-c0d8-4edd-ac0a-ef983e462395,The chef drove the limo.,26.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
7de51f1a-6788-4991-9919-00937f5d0897,The chef drove the limo.,50.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
0edcf222-a925-4b3b-8b0f-a2dd3054c23f,The chef drove the limo.,34.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
6385cc47-517a-40b9-bcd2-90a85b5d0313,The chef drove the limo.,25.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
97eeb2f9-2343-4e00-a794-5350a08f8954,The chef drove the limo.,62.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
670468fd-7828-48a9-9083-0f65201e3e8c,The chef drove the limo.,3.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
446290ce-d907-49ea-8183-9b2f00a369ad,The chef drove the limo.,50.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
6c53997c-fad6-4063-8a78-51a3bfdce380,The chef drove the limo.,0.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
3c26202e-a7f1-49e4-bef4-44a1fe38a21b,The chef drove the limo.,18.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
4c1fc5f5-54f9-4bbf-9171-0015ea5fdd14,The chef drove the limo.,28.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
e4f12110-3a65-4f74-b928-bdc43f1f4110,The chef drove the limo.,34.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
db146bd4-2108-4f0b-9d95-0b4582918f97,The chef drove the limo.,0.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
d88f2c2c-fd83-48e8-99f8-e0f051d0b7e2,The chef drove the limo.,28.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
ecebd983-2b23-464c-890e-aef42564ee1c,The chef drove the limo.,11.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
7aa4f016-33b0-44cd-a80c-f0e018e15b12,The chef drove the limo.,40.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
b8a10feb-bdbc-4627-88f4-45a02b15b88a,The chef drove the limo.,0.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
9acec15f-abd8-4386-85c9-417cc8dbc063,The chef drove the limo.,23.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
384b7879-039c-4230-9efe-0af428628eb5,The chef drove the limo.,25.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
d777878d-8ed2-451c-a81f-696ed0d72975,The chef drove the limo.,78.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
2e94a6d5-db7c-49a8-8ec8-9470d295085b,The chef drove the limo.,67.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
ed0b519f-e14d-4250-b7a3-d129a4867fc6,The chef drove the limo.,10.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,113.46709,3239,throw
56122d99-f13f-4674-a58a-5ece8f7973f6,The baby arranged the blocks.,50.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
80e45189-916a-4f4a-9690-e83ef3ef5c2d,The baby arranged the blocks.,93.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
58c5437e-7879-4200-9cf3-b1b892d47fd6,The baby arranged the blocks.,60.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
6ad341a1-12e3-4a39-9ab0-77a32b7592bd,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
0d04029d-6889-4a8f-a56c-c7f81cdb0b9a,The baby arranged the blocks.,80.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
f3b653d2-efb2-4f50-811b-825276719e74,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
e68fa549-5a04-46ad-8811-ea95f8947e64,The baby arranged the blocks.,70.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
04629c46-bf14-41c5-b2ab-d1d80ccae235,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
990aeb7c-acef-47b1-934a-b58db0c49ee7,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
8a7451bc-0b00-483c-a093-b63790fc6100,The baby arranged the blocks.,45.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
6712ec9d-2aa6-419e-bf05-601d150f7b34,The baby arranged the blocks.,68.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
f985db36-b752-448b-a4f7-1293dc3a3f47,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
35534db9-96a4-44a8-bc6c-5dffaefffb3b,The baby arranged the blocks.,61.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
668c0881-1de3-4c5f-8fe3-791489fc5d09,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
d3a7e129-e108-47be-88f6-ac4deb1a92d3,The baby arranged the blocks.,72.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
59d8c982-abf5-4a23-b853-2bf7b14270a6,The baby arranged the blocks.,19.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
943018bf-9b03-46cd-bc23-dad4421d91c6,The baby arranged the blocks.,86.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
6834499e-a36b-4a0c-91bd-c399c1f4ae36,The baby arranged the blocks.,78.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
2cc6e827-abce-4d02-9df8-f650e756b7a7,The baby arranged the blocks.,79.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
5a5a42c7-0593-438d-98d5-fb1b5b10fded,The baby arranged the blocks.,72.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
0468462c-787e-4b0c-b565-5507bce9f350,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
1b1fe89d-a1cc-416b-a92c-7b5e071cead9,The baby arranged the blocks.,92.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
cea153cc-f699-47df-9174-3497d6c89ebb,The baby arranged the blocks.,78.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
a504e773-5abc-421c-ba68-ce16630fa04f,The baby arranged the blocks.,83.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
1edb32f4-7616-4746-87e9-c13665d64740,The baby arranged the blocks.,3.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
a0690de5-6c66-493f-aa64-6dbfcb9a6347,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
5a78156e-c8a1-4df1-9c5e-c5b6ed41f87f,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
63ec36e4-7f96-435e-8550-72d4648a2247,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
2b537862-1bb2-42f3-bc09-c986d2f77a4a,The baby arranged the blocks.,50.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
b517ec9e-feb3-45e9-b135-ce508f2e8788,The baby arranged the blocks.,75.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
4e58a61f-88f5-448d-ba94-f3584449afb3,The baby arranged the blocks.,6.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
7d1b499d-747e-4e2f-abb0-0ae455bf4f80,The baby arranged the blocks.,72.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
4cf5bc95-5503-48cb-9720-c9025318406f,The baby arranged the blocks.,80.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
c413a741-ae72-4a31-bd2d-0a5f53b56d92,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
ea15e4d9-2e08-4373-b482-2d3f4c45cd84,The baby arranged the blocks.,90.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
20a48f7c-4812-4cbb-8e8e-956a479bc922,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
998d49f8-0d95-43a9-948b-8c4ba2a37da2,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
014dd83f-16f3-4632-8fd7-d56571447782,The baby arranged the blocks.,7.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
eb49a3af-8966-4eea-9bc0-0d913869b7af,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
5c6381df-c0d8-4edd-ac0a-ef983e462395,The baby arranged the blocks.,72.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
7de51f1a-6788-4991-9919-00937f5d0897,The baby arranged the blocks.,0.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
0edcf222-a925-4b3b-8b0f-a2dd3054c23f,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
6385cc47-517a-40b9-bcd2-90a85b5d0313,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
97eeb2f9-2343-4e00-a794-5350a08f8954,The baby arranged the blocks.,81.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
670468fd-7828-48a9-9083-0f65201e3e8c,The baby arranged the blocks.,69.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
446290ce-d907-49ea-8183-9b2f00a369ad,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
6c53997c-fad6-4063-8a78-51a3bfdce380,The baby arranged the blocks.,0.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
3c26202e-a7f1-49e4-bef4-44a1fe38a21b,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
4c1fc5f5-54f9-4bbf-9171-0015ea5fdd14,The baby arranged the blocks.,85.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
e4f12110-3a65-4f74-b928-bdc43f1f4110,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
db146bd4-2108-4f0b-9d95-0b4582918f97,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
d88f2c2c-fd83-48e8-99f8-e0f051d0b7e2,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
ecebd983-2b23-464c-890e-aef42564ee1c,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
7aa4f016-33b0-44cd-a80c-f0e018e15b12,The baby arranged the blocks.,84.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
b8a10feb-bdbc-4627-88f4-45a02b15b88a,The baby arranged the blocks.,100.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
9acec15f-abd8-4386-85c9-417cc8dbc063,The baby arranged the blocks.,82.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
384b7879-039c-4230-9efe-0af428628eb5,The baby arranged the blocks.,81.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
d777878d-8ed2-451c-a81f-696ed0d72975,The baby arranged the blocks.,35.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
2e94a6d5-db7c-49a8-8ec8-9470d295085b,The baby arranged the blocks.,31.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
ed0b519f-e14d-4250-b7a3-d129a4867fc6,The baby arranged the blocks.,80.0,arrange.01: build,arrange,typical,natural,calibration,151.75505,2289,build
56122d99-f13f-4674-a58a-5ece8f7973f6,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
80e45189-916a-4f4a-9690-e83ef3ef5c2d,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
58c5437e-7879-4200-9cf3-b1b892d47fd6,The car bumped the curb.,98.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
6ad341a1-12e3-4a39-9ab0-77a32b7592bd,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
0d04029d-6889-4a8f-a56c-c7f81cdb0b9a,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
f3b653d2-efb2-4f50-811b-825276719e74,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
e68fa549-5a04-46ad-8811-ea95f8947e64,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
04629c46-bf14-41c5-b2ab-d1d80ccae235,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
990aeb7c-acef-47b1-934a-b58db0c49ee7,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
8a7451bc-0b00-483c-a093-b63790fc6100,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
6712ec9d-2aa6-419e-bf05-601d150f7b34,The car bumped the curb.,93.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
f985db36-b752-448b-a4f7-1293dc3a3f47,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
35534db9-96a4-44a8-bc6c-5dffaefffb3b,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
668c0881-1de3-4c5f-8fe3-791489fc5d09,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
d3a7e129-e108-47be-88f6-ac4deb1a92d3,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
59d8c982-abf5-4a23-b853-2bf7b14270a6,The car bumped the curb.,71.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
943018bf-9b03-46cd-bc23-dad4421d91c6,The car bumped the curb.,81.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
6834499e-a36b-4a0c-91bd-c399c1f4ae36,The car bumped the curb.,73.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
2cc6e827-abce-4d02-9df8-f650e756b7a7,The car bumped the curb.,98.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
5a5a42c7-0593-438d-98d5-fb1b5b10fded,The car bumped the curb.,98.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
0468462c-787e-4b0c-b565-5507bce9f350,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
1b1fe89d-a1cc-416b-a92c-7b5e071cead9,The car bumped the curb.,95.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
cea153cc-f699-47df-9174-3497d6c89ebb,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
a504e773-5abc-421c-ba68-ce16630fa04f,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
1edb32f4-7616-4746-87e9-c13665d64740,The car bumped the curb.,64.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
a0690de5-6c66-493f-aa64-6dbfcb9a6347,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
5a78156e-c8a1-4df1-9c5e-c5b6ed41f87f,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
63ec36e4-7f96-435e-8550-72d4648a2247,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
2b537862-1bb2-42f3-bc09-c986d2f77a4a,The car bumped the curb.,81.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
b517ec9e-feb3-45e9-b135-ce508f2e8788,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
4e58a61f-88f5-448d-ba94-f3584449afb3,The car bumped the curb.,62.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
7d1b499d-747e-4e2f-abb0-0ae455bf4f80,The car bumped the curb.,88.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
4cf5bc95-5503-48cb-9720-c9025318406f,The car bumped the curb.,81.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
c413a741-ae72-4a31-bd2d-0a5f53b56d92,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
ea15e4d9-2e08-4373-b482-2d3f4c45cd84,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
20a48f7c-4812-4cbb-8e8e-956a479bc922,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
998d49f8-0d95-43a9-948b-8c4ba2a37da2,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
014dd83f-16f3-4632-8fd7-d56571447782,The car bumped the curb.,94.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
eb49a3af-8966-4eea-9bc0-0d913869b7af,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
5c6381df-c0d8-4edd-ac0a-ef983e462395,The car bumped the curb.,98.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
7de51f1a-6788-4991-9919-00937f5d0897,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
0edcf222-a925-4b3b-8b0f-a2dd3054c23f,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
6385cc47-517a-40b9-bcd2-90a85b5d0313,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
97eeb2f9-2343-4e00-a794-5350a08f8954,The car bumped the curb.,94.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
670468fd-7828-48a9-9083-0f65201e3e8c,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
446290ce-d907-49ea-8183-9b2f00a369ad,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
6c53997c-fad6-4063-8a78-51a3bfdce380,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
3c26202e-a7f1-49e4-bef4-44a1fe38a21b,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
4c1fc5f5-54f9-4bbf-9171-0015ea5fdd14,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
e4f12110-3a65-4f74-b928-bdc43f1f4110,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
db146bd4-2108-4f0b-9d95-0b4582918f97,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
d88f2c2c-fd83-48e8-99f8-e0f051d0b7e2,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
ecebd983-2b23-464c-890e-aef42564ee1c,The car bumped the curb.,94.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
7aa4f016-33b0-44cd-a80c-f0e018e15b12,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
b8a10feb-bdbc-4627-88f4-45a02b15b88a,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
9acec15f-abd8-4386-85c9-417cc8dbc063,The car bumped the curb.,72.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
384b7879-039c-4230-9efe-0af428628eb5,The car bumped the curb.,100.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
d777878d-8ed2-451c-a81f-696ed0d72975,The car bumped the curb.,81.0,bump.01: hit gently,bump,typical,natural,calibration,128.44438,144,hit
