rater_id,sentence,rating,sense,verb,typicality,naturalness,sentence_type,surprisal,freq,verbnet_class
743802f3-66b1-47e1-a415-c3d59d79a63e,The baby arranged the something.,10.0,arrange.01: build,arrange,typical,unnatural,calibration,167.02727,2289,build
39c3a8ae-837f-456c-ba38-001e98b264fd,The baby arranged the something.,56.0,arrange.01: build,arrange,typical,unnatural,calibration,167.02727,2289,build
a83f98f6-c048-416c-8e24-5d005be466a6,The baby arranged the something.,82.0,arrange.01: build,arrange,typical,unnatural,calibration,167.02727,2289,build
64551348-00ce-4de7-ab2e-4bf6d1fc6ea2,The baby arranged the something.,0.0,arrange.01: build,arrange,typical,unnatural,calibration,167.02727,2289,build
1cd8af4c-c1bf-44ff-9a00-9bc15c5cb172,The baby arranged the something.,0.0,arrange.01: build,arrange,typical,unnatural,calibration,167.02727,2289,build
a71a42a5-3a30-45b5-b3f3-23682191d1e5,The baby arranged the something.,0.0,arrange.01: build,arrange,typical,unnatural,calibration,167.02727,2289,build
3ca36bea-3b43-4e8b-84b7-51759d602634,The baby arranged the something.,7.0,arrange.01: build,arrange,typical,unnatural,calibration,167.02727,2289,build
107924a2-c487-419e-a378-ff95b1592ae5,The baby arranged the something.,0.0,arrange.01: build,arrange,typical,unnatural,calibration,167.02727,2289,build
700ebf38-b07b-4998-80bf-24ebdde3ec84,The baby arranged the something.,23.0,arrange.01: build,arrange,typical,unnatural,calibration,167.02727,2289,build
cd6375db-d1d8-4a24-bb2d-531e859f587e,The baby arranged the something.,35.0,arrange.01: build,arrange,typical,unnatural,calibration,167.02727,2289,build
ab13d9ab-1710-4d1c-90a9-455fed3f8bbb,The baby arranged the something.,65.0,arrange.01: build,arrange,typical,unnatural,calibration,167.02727,2289,build
781e075f-e6ca-4f6f-b2c1-77b0eefd1060,The baby arranged the something.,2.0,arrange.01: build,arrange,typical,unnatural,calibration,167.02727,2289,build
60ab902d-de6b-474d-b7f8-62b7be801db6,The baby arranged the something.,79.0,arrange.01: build,arrange,typical,unnatural,calibration,167.02727,2289,build
83bda277-9b4f-4c6e-a23b-a79ece20cc5c,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
8bc64c84-3e28-4f83-abaf-e585ff40ffe5,The cow split the check.,89.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
f09582f5-d39c-41eb-ab67-ff696f2c3459,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
e41ede6f-b8a8-4424-a276-520d63d0af85,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
03eaf938-1208-40ce-9b0b-bb58cc6048c9,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
a00cf45e-069b-4f6a-b8e3-30827a423cc4,The cow split the check.,67.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
f4d6b11d-6f6d-4d30-adf3-3194eeac72a7,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
6bac2328-23e9-406b-904e-46c58e21bc4f,The cow split the check.,95.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
61299ff5-a428-4f03-a4aa-c4ba37e30a66,The cow split the check.,98.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
9ac8b021-4063-4a79-a9aa-bf5380921b9e,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
ac09e823-dd02-4105-a37f-66ce72876698,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
e3584c87-cb9e-430d-a6de-7dd4e2138f0a,The cow split the check.,85.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
f5e7aa6e-74de-4c21-bc55-dbe66bd11a8e,The cow split the check.,89.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
3540290f-1a30-4293-a093-020659b4093a,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
c2c6b5be-7a14-4f58-be38-e62e1330ac92,The cow split the check.,96.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
df42ba8f-d023-4a28-a9f2-21a50043ada5,The cow split the check.,90.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
a2aab001-14f7-419a-8568-0d8f4aa3aca7,The cow split the check.,73.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
6969652a-4637-43f7-ac31-6bc4dc2867ca,The cow split the check.,13.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
d38e7f8d-96a6-4478-9847-77a7e7fff787,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
50eb130d-4796-44f4-adf7-e76904060f6c,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
e4971237-8920-4862-9261-4b5e3a0609b9,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
f2897e29-8713-4cac-8bd6-e73671543f47,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
4688e4e8-82fb-47b2-a67f-aadfee566e6b,The cow split the check.,95.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
85b7d1b8-7ec7-46e5-aadd-1965548b3fc3,The cow split the check.,92.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
98d4a55e-2653-4f11-afbe-8d2eaa1b7f30,The cow split the check.,74.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
ea2eda34-f528-419a-bd7d-fb3635544274,The cow split the check.,73.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
4cac184d-be6b-4b10-921e-24f944058713,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
855bbbd8-4a39-45de-bb98-0436290c5cee,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
65146d07-9b4d-4c3e-88d5-3b58fb9e6916,The cow split the check.,20.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
c67f9d69-e7b1-4360-ae26-291dfbc6f70f,The cow split the check.,80.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
83939b98-ae8e-4c67-a514-186e9776c260,The cow split the check.,81.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
a9a304a5-fc44-4f00-8950-3ae28039e23d,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
ef88585b-0d16-4887-a6bb-93fbf25e6faf,The cow split the check.,84.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
81771160-7b18-4ca1-adf9-ae003de33609,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
3dc842f6-ca4d-498d-ad22-bd144c22c360,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
d5bf1098-1ab1-4c35-9a85-a618beca16ea,The cow split the check.,95.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
1584594c-615c-474e-95e8-e29b47fbd646,The cow split the check.,73.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
1384a2f0-0340-402d-9f73-bc6acf87e5e0,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
3e774f44-0a1b-4df4-844c-252038760ea6,The cow split the check.,51.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
c67258a7-8dc1-4bfd-aca2-314dd81f587a,The cow split the check.,71.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
2bc1053f-cac0-4010-b20f-5b60a82ee354,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
605ad3e4-b8cb-445e-9315-6707bf80f543,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
6904983c-7124-42a0-81b0-2d5759867870,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
8d3ec2a6-61cf-464b-afbb-61ffb269644b,The cow split the check.,79.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
a461f43b-b0e9-45a3-8d48-fecc52c16e02,The cow split the check.,78.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
167e2d53-64a9-44fa-abde-f4f5200da910,The cow split the check.,94.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
2640313a-8091-4cff-8676-8e281f080a2f,The cow split the check.,74.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
f57ff01a-f9da-45d5-afbd-8ad02a0f1bdf,The cow split the check.,66.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
743802f3-66b1-47e1-a415-c3d59d79a63e,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
39c3a8ae-837f-456c-ba38-001e98b264fd,The cow split the check.,75.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
a83f98f6-c048-416c-8e24-5d005be466a6,The cow split the check.,61.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
64551348-00ce-4de7-ab2e-4bf6d1fc6ea2,The cow split the check.,1.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
1cd8af4c-c1bf-44ff-9a00-9bc15c5cb172,The cow split the check.,73.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
a71a42a5-3a30-45b5-b3f3-23682191d1e5,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
3ca36bea-3b43-4e8b-84b7-51759d602634,The cow split the check.,74.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
107924a2-c487-419e-a378-ff95b1592ae5,The cow split the check.,62.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
700ebf38-b07b-4998-80bf-24ebdde3ec84,The cow split the check.,6.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
cd6375db-d1d8-4a24-bb2d-531e859f587e,The cow split the check.,73.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
ab13d9ab-1710-4d1c-90a9-455fed3f8bbb,The cow split the check.,33.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
781e075f-e6ca-4f6f-b2c1-77b0eefd1060,The cow split the check.,0.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
60ab902d-de6b-474d-b7f8-62b7be801db6,The cow split the check.,0.0,"split.01: divide, separate",split,atypical,natural,calibration,139.07697,2218,break
83bda277-9b4f-4c6e-a23b-a79ece20cc5c,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
8bc64c84-3e28-4f83-abaf-e585ff40ffe5,The player bounced the bottle.,92.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
f09582f5-d39c-41eb-ab67-ff696f2c3459,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
e41ede6f-b8a8-4424-a276-520d63d0af85,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
03eaf938-1208-40ce-9b0b-bb58cc6048c9,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
a00cf45e-069b-4f6a-b8e3-30827a423cc4,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
f4d6b11d-6f6d-4d30-adf3-3194eeac72a7,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
6bac2328-23e9-406b-904e-46c58e21bc4f,The player bounced the bottle.,98.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
61299ff5-a428-4f03-a4aa-c4ba37e30a66,The player bounced the bottle.,99.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
9ac8b021-4063-4a79-a9aa-bf5380921b9e,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
ac09e823-dd02-4105-a37f-66ce72876698,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
e3584c87-cb9e-430d-a6de-7dd4e2138f0a,The player bounced the bottle.,91.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
f5e7aa6e-74de-4c21-bc55-dbe66bd11a8e,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
3540290f-1a30-4293-a093-020659b4093a,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
c2c6b5be-7a14-4f58-be38-e62e1330ac92,The player bounced the bottle.,89.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
df42ba8f-d023-4a28-a9f2-21a50043ada5,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
a2aab001-14f7-419a-8568-0d8f4aa3aca7,The player bounced the bottle.,79.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
6969652a-4637-43f7-ac31-6bc4dc2867ca,The player bounced the bottle.,83.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
d38e7f8d-96a6-4478-9847-77a7e7fff787,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
50eb130d-4796-44f4-adf7-e76904060f6c,The player bounced the bottle.,62.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
e4971237-8920-4862-9261-4b5e3a0609b9,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
f2897e29-8713-4cac-8bd6-e73671543f47,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
4688e4e8-82fb-47b2-a67f-aadfee566e6b,The player bounced the bottle.,80.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
85b7d1b8-7ec7-46e5-aadd-1965548b3fc3,The player bounced the bottle.,89.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
98d4a55e-2653-4f11-afbe-8d2eaa1b7f30,The player bounced the bottle.,77.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
ea2eda34-f528-419a-bd7d-fb3635544274,The player bounced the bottle.,92.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
4cac184d-be6b-4b10-921e-24f944058713,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
855bbbd8-4a39-45de-bb98-0436290c5cee,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
65146d07-9b4d-4c3e-88d5-3b58fb9e6916,The player bounced the bottle.,60.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
c67f9d69-e7b1-4360-ae26-291dfbc6f70f,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
83939b98-ae8e-4c67-a514-186e9776c260,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
a9a304a5-fc44-4f00-8950-3ae28039e23d,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
ef88585b-0d16-4887-a6bb-93fbf25e6faf,The player bounced the bottle.,87.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
81771160-7b18-4ca1-adf9-ae003de33609,The player bounced the bottle.,90.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
3dc842f6-ca4d-498d-ad22-bd144c22c360,The player bounced the bottle.,84.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
d5bf1098-1ab1-4c35-9a85-a618beca16ea,The player bounced the bottle.,60.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
1584594c-615c-474e-95e8-e29b47fbd646,The player bounced the bottle.,86.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
1384a2f0-0340-402d-9f73-bc6acf87e5e0,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
3e774f44-0a1b-4df4-844c-252038760ea6,The player bounced the bottle.,60.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
c67258a7-8dc1-4bfd-aca2-314dd81f587a,The player bounced the bottle.,70.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
2bc1053f-cac0-4010-b20f-5b60a82ee354,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
605ad3e4-b8cb-445e-9315-6707bf80f543,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
6904983c-7124-42a0-81b0-2d5759867870,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
8d3ec2a6-61cf-464b-afbb-61ffb269644b,The player bounced the bottle.,67.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
a461f43b-b0e9-45a3-8d48-fecc52c16e02,The player bounced the bottle.,95.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
167e2d53-64a9-44fa-abde-f4f5200da910,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
2640313a-8091-4cff-8676-8e281f080a2f,The player bounced the bottle.,70.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
f57ff01a-f9da-45d5-afbd-8ad02a0f1bdf,The player bounced the bottle.,95.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
743802f3-66b1-47e1-a415-c3d59d79a63e,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
39c3a8ae-837f-456c-ba38-001e98b264fd,The player bounced the bottle.,97.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
a83f98f6-c048-416c-8e24-5d005be466a6,The player bounced the bottle.,74.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
64551348-00ce-4de7-ab2e-4bf6d1fc6ea2,The player bounced the bottle.,10.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
1cd8af4c-c1bf-44ff-9a00-9bc15c5cb172,The player bounced the bottle.,50.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
a71a42a5-3a30-45b5-b3f3-23682191d1e5,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
3ca36bea-3b43-4e8b-84b7-51759d602634,The player bounced the bottle.,84.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
107924a2-c487-419e-a378-ff95b1592ae5,The player bounced the bottle.,69.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
700ebf38-b07b-4998-80bf-24ebdde3ec84,The player bounced the bottle.,51.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
cd6375db-d1d8-4a24-bb2d-531e859f587e,The player bounced the bottle.,91.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
ab13d9ab-1710-4d1c-90a9-455fed3f8bbb,The player bounced the bottle.,94.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,166.95999,666,roll
