rater_id,sentence_type,naturalness,typicality,verb,sense,sentence,surprisal,freq,rating,verbnet_class
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,atypical,permit,"permit.01: permit, let, allow",The cup permitted the event.,179.88106,4454,9,allow
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,typical,permit,"permit.01: permit, let, allow",The college permitted the ever.,149.28262,4454,27,allow
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,atypical,permit,"permit.01: permit, let, allow",The cup permitted the ever.,162.41519,4454,1,allow
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,typical,poison,"poison.01: kill via poison, kill or make sick via poison",The assassin poisoned the king.,141.4558,1647,100,poison
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,atypical,poison,"poison.01: kill via poison, kill or make sick via poison",The friend poisoned the king.,105.5129,1647,95,poison
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,typical,poison,"poison.01: kill via poison, kill or make sick via poison",The assassin poisoned the lethal.,147.59392,1647,30,poison
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,atypical,poison,"poison.01: kill via poison, kill or make sick via poison",The friend poisoned the lethal.,123.90633,1647,19,poison
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,typical,recognize,recognize.02: acknowledge as true/familiar,The botanist recognized the mushroom.,162.12457,4467,100,comprehend
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,atypical,recognize,recognize.02: acknowledge as true/familiar,The flashlight recognized the mushroom.,120.438705,4467,24,comprehend
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,typical,recognize,recognize.02: acknowledge as true/familiar,The botanist recognized the immediately.,172.45476,4467,34,comprehend
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,atypical,recognize,recognize.02: acknowledge as true/familiar,The flashlight recognized the immediately.,129.25821,4467,16,comprehend
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,typical,scratch,"scratch.02: cut shallowly, rake the surface sharply",The dog scratched the itch.,144.12029,1703,100,cut
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,atypical,scratch,"scratch.02: cut shallowly, rake the surface sharply",The dog scratched the war.,157.93251,1703,26,cut
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,typical,scratch,"scratch.02: cut shallowly, rake the surface sharply",The anybody scratched the itch.,210.98123,1703,45,cut
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,atypical,scratch,"scratch.02: cut shallowly, rake the surface sharply",The anybody scratched the war.,210.23882,1703,6,cut
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,typical,secure,"secure.02: make secure, literally or figuratively",The guards secured the location.,150.235,3659,100,get
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,atypical,secure,"secure.02: make secure, literally or figuratively",The guards secured the spider.,147.76434,3659,56,get
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,typical,secure,"secure.02: make secure, literally or figuratively",The we secured the location.,138.50348,3659,25,get
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,atypical,secure,"secure.02: make secure, literally or figuratively",The we secured the spider.,150.48509,3659,5,get
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,typical,shrink,shrink.01: become or make smaller,The washer shrunk the laundry.,117.04286,1846,100,bend
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,atypical,shrink,shrink.01: become or make smaller,The washer shrunk the mouse.,138.72131,1846,59,bend
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,typical,shrink,shrink.01: become or make smaller,The sad shrunk the laundry.,152.0317,1846,27,bend
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,atypical,shrink,shrink.01: become or make smaller,The sad shrunk the mouse.,142.4947,1846,10,bend
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,typical,slam,slam.02: hit hard,The child slammed the door.,140.04927,3827,100,throw
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,atypical,slam,slam.02: hit hard,The child slammed the curtain.,152.93071,3827,44,throw
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,typical,slam,slam.02: hit hard,The angrily slammed the door.,139.62881,3827,32,throw
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,atypical,slam,slam.02: hit hard,The angrily slammed the curtain.,160.14008,3827,21,throw
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,typical,smash,"smash.02: move violently, so as to break apart",The cook smashed the potatoes.,157.26427,2442,100,"throw,hit"
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,atypical,smash,"smash.02: move violently, so as to break apart",The strawberry smashed the potatoes.,150.50931,2442,25,"throw,hit"
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,typical,smash,"smash.02: move violently, so as to break apart",The cook smashed the them.,178.14078,2442,17,"throw,hit"
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,atypical,smash,"smash.02: move violently, so as to break apart",The strawberry smashed the them.,127.177284,2442,5,"throw,hit"
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,typical,split,"split.01: divide, separate",The couple split the check.,128.58272,2218,100,break
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,atypical,split,"split.01: divide, separate",The cow split the check.,139.07697,2218,27,break
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,typical,split,"split.01: divide, separate",The couple split the evenly.,156.17424,2218,35,break
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,atypical,split,"split.01: divide, separate",The cow split the evenly.,139.34544,2218,23,break
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,typical,steal,steal.01: to commit theft,The thief stole the painting.,104.60133,5133,100,steal
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,atypical,steal,steal.01: to commit theft,The thief stole the problem.,121.00099,5133,48,steal
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,typical,steal,steal.01: to commit theft,The out stole the painting.,178.1095,5133,28,steal
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,atypical,steal,steal.01: to commit theft,The out stole the problem.,205.37053,5133,16,steal
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,typical,tear,"tear.01: to pull apart, separate forcefully",The kid tore the paper.,157.81557,1030,100,hurt
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,atypical,tear,"tear.01: to pull apart, separate forcefully",The kid tore the brick.,156.24623,1030,47,hurt
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,typical,tear,"tear.01: to pull apart, separate forcefully",The after tore the paper.,144.32123,1030,30,hurt
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,atypical,tear,"tear.01: to pull apart, separate forcefully",The after tore the brick.,139.26451,1030,2,hurt
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,typical,throw,"throw.01: throw, sending through the air, manually, projection of an object through space",The athlete threw the javelin.,160.48451,3679,100,throw
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,natural,atypical,throw,"throw.01: throw, sending through the air, manually, projection of an object through space",The jellyfish threw the javelin.,101.74957,3679,47,throw
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,typical,throw,"throw.01: throw, sending through the air, manually, projection of an object through space",The athlete threw the while.,169.37521,3679,27,throw
a57e91a3-ab59-4081-9c38-6b39aa30689a,target,unnatural,atypical,throw,"throw.01: throw, sending through the air, manually, projection of an object through space",The jellyfish threw the while.,119.762856,3679,15,throw
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,typical,arrange,arrange.01: build,The baby arranged the blocks.,151.75505,2289,15,build
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,atypical,arrange,arrange.01: build,The time arranged the blocks.,136.6864,2289,2,build
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,typical,arrange,arrange.01: build,The baby arranged the something.,167.02727,2289,21,build
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,atypical,arrange,arrange.01: build,The time arranged the something.,141.04214,2289,7,build
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,typical,bounce,"bounce.01: boing boing boing,",The player bounced the ball.,149.06245,666,82,roll
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,atypical,bounce,"bounce.01: boing boing boing,",The player bounced the bottle.,166.95999,666,24,roll
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,typical,bounce,"bounce.01: boing boing boing,",The loudly bounced the ball.,146.55489,666,3,roll
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,atypical,bounce,"bounce.01: boing boing boing,",The loudly bounced the bottle.,178.5292,666,11,roll
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,typical,bump,bump.01: hit gently,The car bumped the curb.,128.44438,144,71,hit
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,atypical,bump,bump.02: move slightly,The car bumped the chandelier.,151.72713,144,6,hit
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,typical,bump,bump.01: hit gently,The gently bumped the curb.,119.94051,144,7,hit
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,atypical,bump,bump.01: hit gently,The gently bumped the chandelier.,140.89076,144,8,hit
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,typical,butcher,butcher.01: cut up meat for sale,The farmer butchered the goat.,118.51994,250,76,murder
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,atypical,butcher,butcher.01: cut up meat for sale,The lawyer butchered the goat.,149.42926,250,7,murder
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,typical,butcher,butcher.01: cut up meat for sale,The farmer butchered the it.,133.7114,250,6,murder
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,atypical,butcher,butcher.01: cut up meat for sale,The lawyer butchered the it.,134.4258,250,8,murder
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,typical,carry,"carry.01: bring with, have",The assistant carried the purse.,205.41194,3332,80,carry
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,atypical,carry,"carry.01: bring with, have",The assistant carried the plane.,222.9459,3332,5,carry
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,typical,carry,"carry.01: bring with, have",The carry carried the purse.,125.436775,3332,6,carry
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,atypical,carry,"carry.01: bring with, have",The carry carried the plane.,158.42752,3332,5,carry
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,typical,clip,"clip.01: to cut, cut off, or cut out",The gardener clipped the hedge.,116.95963,555,78,tape
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,atypical,clip,"clip.01: to cut, cut off, or cut out",The pillow clipped the hedge.,145.4549,555,5,tape
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,typical,clip,"clip.01: to cut, cut off, or cut out",The gardener clipped the was.,138.4288,555,5,tape
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,atypical,clip,"clip.01: to cut, cut off, or cut out",The pillow clipped the was.,149.30475,555,7,tape
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,typical,deliver,"deliver.01: give, send",The mailman delivered the package.,122.013626,2860,95,send
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,atypical,deliver,"deliver.01: give, send",The mailman delivered the fire.,150.93918,2860,5,send
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,typical,deliver,"deliver.01: give, send",The they delivered the package.,132.6894,2860,4,send
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,atypical,deliver,"deliver.01: give, send",The they delivered the fire.,151.5764,2860,4,send
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,typical,design,design.01: design,The architect designed the building.,131.2433,4026,95,create
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,atypical,design,design.01: design,The ballerina designed the building.,127.19399,4026,6,create
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,typical,design,design.01: design,The architect designed the anything.,153.07686,4026,6,create
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,atypical,design,design.01: design,The ballerina designed the anything.,156.91675,4026,6,create
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,typical,discharge,"discharge.101: to release, release from a location (not stuff being released itself)",The hospital discharged the patient.,148.20367,2557,82,banish
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,atypical,discharge,"discharge.101: to release, release from a location (not stuff being released itself)",The hospital discharged the candle.,164.92274,2557,6,banish
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,typical,discharge,"discharge.101: to release, release from a location (not stuff being released itself)",The hospital discharged patient the.,160.35484,2557,6,banish
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,atypical,discharge,"discharge.101: to release, release from a location (not stuff being released itself)",The hospital discharged candle the.,160.35484,2557,6,banish
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,typical,discover,discover.01: find (out),The scientist discovered the cure.,143.99045,3124,83,encounter
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,atypical,discover,discover.01: find (out),The scientist discovered the wall.,184.06294,3124,4,encounter
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,typical,discover,discover.01: find (out),The someone discovered the theorem.,181.91446,3124,6,encounter
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,atypical,discover,discover.01: find (out),The someone discovered the wall.,170.05168,3124,5,encounter
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,typical,dismiss,"dismiss.01: remove, release",The company dismissed the worker.,170.07234,3764,88,fire
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,atypical,dismiss,dismiss.02: label contemptuously,The criminal dismissed the worker.,139.5649,3764,4,fire
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,typical,dismiss,"dismiss.01: remove, release",The company dismissed the less.,186.9836,3764,5,fire
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,atypical,dismiss,"dismiss.01: remove, release",The criminal dismissed the less.,137.24055,3764,6,fire
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,typical,drain,"drain.01: unfill, empty",The housekeeper drained the tub.,92.41887,2519,70,"clear,other_cos"
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,atypical,drain,"drain.01: unfill, empty",The housekeeper drained the book.,138.9025,2519,4,"clear,other_cos"
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,typical,drain,"drain.01: unfill, empty",The slowly drained the tub.,125.95179,2519,2,"clear,other_cos"
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,atypical,drain,"drain.01: unfill, empty",The slowly drained the book.,149.75964,2519,5,"clear,other_cos"
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,typical,drive,drive.01: drive or be driven around in a vehicle,The chauffeur drove the limo.,141.96117,3239,91,throw
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,atypical,drive,drive.01: drive or be driven around in a vehicle,The chef drove the limo.,113.46709,3239,4,throw
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,typical,drive,drive.01: drive or be driven around in a vehicle,The chauffeur drove the carefully.,163.68642,3239,6,throw
aa31762f-13e7-4292-9f0f-33d7486ce248,target,unnatural,atypical,drive,drive.01: drive or be driven around in a vehicle,The chef drove the carefully.,120.735985,3239,4,throw
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,typical,find,find.01: discovery,The bee found the flower.,148.53693,4443,63,get
aa31762f-13e7-4292-9f0f-33d7486ce248,target,natural,atypical,find,find.01: discovery,The spoon found the flower.,135.21568,4443,6,get
