,verb,sense_id,sense,sentence_id,sentence,seed,surprisal_1,temp,surprisal_4,surprisal_3,surprisal_2
44,belt,belt.02,"deliver a blow to, possibly with a belt",belt.02_1,The boxer belted the referee.,43.0,25.739835739135746,0.8,148.15708923339844,32.383018493652344,30.630157470703125
45,belt,belt.02,"deliver a blow to, possibly with a belt",belt.02_6,The teacher belted the child.,48.0,26.5340518951416,0.8,158.10360717773438,53.695735931396484,32.1068115234375
46,belt,belt.02,"deliver a blow to, possibly with a belt",belt.02_9,The husband belted the wife.,53.0,26.732322692871094,0.8,143.01686096191406,46.61691665649414,44.24393081665039
47,belt,belt.02,"deliver a blow to, possibly with a belt",belt.02_0,The man belted the other.,42.0,29.752744674682617,0.8,166.17947387695312,36.45688247680664,48.02402877807617
48,belt,belt.03,fasten with a belt,belt.03_1,The man belted the woman.,43.0,26.76390647888184,0.8,135.1525115966797,31.154590606689453,31.026214599609375
49,belt,belt.03,fasten with a belt,belt.03_2,The man belted the child.,44.0,29.027809143066406,0.8,155.77969360351562,33.62977981567383,33.99366760253906
50,belt,belt.03,fasten with a belt,belt.03_8,The man belted the saddle.,50.0,31.11944961547852,0.8,155.33255004882812,42.49119186401367,36.72871017456055
51,belt,belt.03,fasten with a belt,belt.03_0,The belts belted the pants.,42.0,35.19239807128906,0.8,204.27796936035156,62.73085021972656,52.271827697753906
52,box,box.01,"to store in a box, put in a box to store",box.01_7,The police boxed the evidence.,49.0,28.29611587524414,0.8,189.7403564453125,68.45614624023438,53.604644775390625
53,box,box.01,"to store in a box, put in a box to store",box.01_9,The children boxed the cookies.,51.0,31.826122283935547,0.8,182.54562377929688,80.37297058105469,74.7577133178711
54,box,box.01,"to store in a box, put in a box to store",box.01_2,The books boxed the room.,44.0,33.0137939453125,0.8,190.29811096191406,40.732643127441406,63.73893737792969
55,box,box.01,"to store in a box, put in a box to store",box.01_3,The bakeries boxed the donuts.,45.0,36.25867462158203,0.8,231.54885864257812,46.300506591796875,52.54632568359375
56,box,box.02,"enclosing (/being enclosed), forming an enclosure",box.02_2,The boxed boxed the catnip.,45.0,46.6981201171875,0.8,184.9252166748047,85.35144805908203,49.05330276489258
57,box,box.02,"enclosing (/being enclosed), forming an enclosure",box.02_9,The boxer boxed the boxinger.,57.0,46.7026596069336,0.8,149.63690185546875,58.510772705078125,63.35565948486328
58,box,box.02,"enclosing (/being enclosed), forming an enclosure",box.02_1,The boxed boxed the boxed.,43.0,48.40385437011719,0.8,152.4434814453125,67.24894714355469,40.52714920043945
59,box,box.02,"enclosing (/being enclosed), forming an enclosure",box.02_7,The boxer boxed the ringleader.,55.0,49.46284484863281,0.8,165.39541625976562,42.06142807006836,59.288352966308594
60,box,box.03,"fight, boxing style",box.03_0,The boxer boxed the opponent.,42.0,26.423847198486328,0.8,150.28585815429688,31.89669418334961,30.64841079711914
61,box,box.03,"fight, boxing style",box.03_4,The phrase boxed the champion.,47.0,37.8139877319336,0.8,184.33424377441406,91.71620178222656,105.3551025390625
62,box,box.03,"fight, boxing style",box.03_1,The boxer boxed the other.,43.0,38.709014892578125,0.8,127.86669921875,37.466583251953125,34.72993850708008
63,box,box.03,"fight, boxing style",box.03_5,The boxer boxed the heavyweight.,48.0,41.22024154663086,0.8,160.342041015625,37.290706634521484,35.07255554199219
64,break,break.01,"break, cause to not be whole",break.01_4,The rock broke the glass.,47.0,26.706233978271484,0.8,141.83387756347656,47.188446044921875,52.09761047363281
65,break,break.01,"break, cause to not be whole",break.01_6,The wind broke the windowpane.,49.0,27.31216812133789,0.8,175.59375,53.819969177246094,30.977432250976562
66,break,break.01,"break, cause to not be whole",break.01_5,The window broke the pane.,48.0,29.942523956298828,0.8,168.789306640625,37.36636734008789,34.070823669433594
67,break,break.01,"break, cause to not be whole",break.01_1,The window broke the windshield.,43.0,30.30310440063477,0.8,178.4617462158203,37.0125732421875,34.28678512573242
68,break,break.13,"happen, come to light, onset, beginning",break.13_0,The scandal broke the otherday.,42.0,37.711669921875,0.8,127.49327087402344,106.18017578125,43.04027557373047
69,break,break.13,"happen, come to light, onset, beginning",break.13_1,The war broke the daylighting.,43.0,41.874210357666016,0.8,147.63462829589844,83.90858459472656,64.3213882446289
70,break,break.13,"happen, come to light, onset, beginning",break.13_8,The breakdowns broke the company.,50.0,43.17474365234375,0.8,211.58335876464844,106.80767822265625,43.1636962890625
71,break,break.13,"happen, come to light, onset, beginning",break.13_6,The breakdowns broke the newsflashes.,48.0,54.552825927734375,0.8,181.98831176757812,83.23665618896484,55.28466796875
72,break,break.16,separate one entity from another,break.16_0,The glass broke the bottle.,42.0,28.55600547790528,0.8,145.64747619628906,37.101531982421875,33.94788360595703
73,break,break.16,separate one entity from another,break.16_6,The glass broke the fall.,48.0,28.898082733154297,0.8,128.8678436279297,38.52948760986328,33.269744873046875
74,break,break.16,separate one entity from another,break.16_1,The glass broke the windowpane.,43.0,29.405780792236328,0.8,159.76528930664062,36.661155700683594,33.601318359375
75,break,break.16,separate one entity from another,break.16_5,The plate broke the fall.,47.0,29.483789443969727,0.8,188.20045471191406,38.98501205444336,40.67030334472656
76,break,break.18,"violate (the law, an oath, trust, etc)",break.18_5,The criminal broke the law.,47.0,26.100265502929688,0.8,148.0009307861328,43.651458740234375,67.89346313476562
77,break,break.18,"violate (the law, an oath, trust, etc)",break.18_1,The president broke the law.,43.0,26.882221221923828,0.8,153.9693603515625,46.19815444946289,30.1695556640625
78,break,break.18,"violate (the law, an oath, trust, etc)",break.18_6,The government broke the law.,48.0,27.43473052978516,0.8,140.7664031982422,56.8929443359375,29.89086151123047
79,break,break.18,"violate (the law, an oath, trust, etc)",break.18_2,The president broke the promise.,44.0,30.44377899169922,0.8,181.8494415283203,63.14791488647461,34.13265609741211
80,build,build.01,construct,build.01_6,The engineers built the bridge.,49.0,25.429149627685547,0.8,136.743896484375,45.38959503173828,44.3720588684082
81,build,build.01,construct,build.01_0,The company built the bridge.,42.0,26.335845947265625,0.8,158.46495056152344,33.053062438964844,31.16020965576172
82,build,build.01,construct,build.01_9,The carpenter built the table.,53.0,27.72949981689453,0.8,172.0576934814453,62.44068145751953,32.90697479248047
83,build,build.01,construct,build.01_3,The team built the tower.,46.0,29.13354110717773,0.8,178.42347717285156,35.15516662597656,33.6838264465332
84,build,build.02,grow,build.02_4,The cathedral built the architectural.,46.0,55.8185920715332,0.8,190.41038513183594,125.58568572998047,53.36051940917969
85,build,build.02,grow,build.02_3,The forest built the pinecone.,45.0,57.15325164794922,0.8,154.6179656982422,90.08879089355469,99.88182067871094
86,build,build.02,grow,build.02_5,The rosebushes built the trellis.,47.0,58.35607147216797,0.8,207.94190979003906,100.14173126220703,75.17881774902344
87,build,build.02,grow,build.02_2,The tree built the leaves.,44.0,59.91364288330078,0.8,121.17124938964844,84.53926086425781,64.92295837402344
88,build,build.03,include,build.03_7,The course built the student.,49.0,49.98235321044922,0.8,147.1320343017578,73.46472930908203,42.11954879760742
89,build,build.03,include,build.03_9,The software built the results.,51.0,50.68965911865234,0.8,185.3619842529297,89.5636978149414,57.24229049682617
90,build,build.03,include,build.03_0,The booklet built the reader.,42.0,54.16506576538086,0.8,163.58639526367188,96.22022247314453,45.182376861572266
91,build,build.03,include,build.03_5,The wordplay built the novel.,47.0,55.53943634033203,0.8,184.60369873046875,132.13304138183594,62.767948150634766
92,burn,burn.01,(cause to) be on fire,burn.01_0,The fire burned the house.,42.0,25.126758575439453,0.8,193.43621826171875,31.731061935424805,28.545421600341797
93,burn,burn.01,(cause to) be on fire,burn.01_7,The fire burned the building.,52.0,25.602746963500977,0.8,185.56529235839844,32.77298355102539,29.059368133544922
94,burn,burn.01,(cause to) be on fire,burn.01_5,The match burned the paper.,49.0,26.72015190124512,0.8,132.9234619140625,51.56936264038086,48.8939323425293
95,burn,burn.01,(cause to) be on fire,burn.01_2,The building burned the firemen.,46.0,37.999244689941406,0.8,180.6262969970703,44.14215087890625,41.45161056518555
96,button,button.01,fasten the buttons on,button.01_6,The children buttoned the buttons.,48.0,28.958553314208984,0.8,180.20057678222656,37.08298873901367,34.39300537109375
97,button,button.01,fasten the buttons on,button.01_0,The children buttoned the coats.,42.0,31.50592803955078,0.8,171.2259979248047,50.580970764160156,47.51209259033203
98,button,button.01,fasten the buttons on,button.01_9,The girl buttoned the first.,51.0,42.4999885559082,0.8,154.4925079345703,40.39691162109375,39.530269622802734
99,button,button.01,fasten the buttons on,button.01_5,The first buttoned the blouse.,47.0,51.38617706298828,0.8,130.7503204345703,57.821556091308594,37.99713897705078
100,cast,cast.01,"throw outward, throw (dice, fishing lines, shadows)",cast.01_5,The children cast the dice.,48.0,28.01660919189453,0.8,182.38351440429688,55.0683708190918,50.84477996826172
101,cast,cast.01,"throw outward, throw (dice, fishing lines, shadows)",cast.01_1,The sun cast the shadowy.,43.0,38.50596237182617,0.8,136.15249633789062,48.214393615722656,47.24052429199219
102,cast,cast.01,"throw outward, throw (dice, fishing lines, shadows)",cast.01_6,The magician cast the spell.,49.0,38.75454330444336,0.8,164.1382598876953,32.28792190551758,30.1968994140625
103,cast,cast.01,"throw outward, throw (dice, fishing lines, shadows)",cast.01_8,The actor cast the die.,52.0,38.86269378662109,0.8,169.6650390625,33.89104080200195,31.148691177368164
104,cast,cast.02,"name, assign a role",cast.02_8,The director cast the actor.,52.0,26.86117553710937,0.8,146.2316436767578,34.5854606628418,32.4666748046875
105,cast,cast.02,"name, assign a role",cast.02_9,The actors cast the parts.,53.0,29.536853790283203,0.8,118.08283996582031,50.79307556152344,49.398067474365234
106,cast,cast.02,"name, assign a role",cast.02_4,The actor cast the lead.,46.0,30.69881057739257,0.8,176.375,36.96726989746094,36.49552917480469
107,cast,cast.02,"name, assign a role",cast.02_0,The director cast the actresses.,42.0,30.90406036376953,0.8,169.58367919921875,39.12073516845703,35.903289794921875
108,cast,cast.03,make 3d reproductions from a mold,cast.03_6,The wax cast the face.,49.0,37.088340759277344,0.8,150.5460205078125,75.40611267089844,43.26295471191406
109,cast,cast.03,make 3d reproductions from a mold,cast.03_9,The sculptor cast the bronze.,52.0,37.490478515625,0.8,155.3784942626953,60.19670104980469,34.364585876464844
110,cast,cast.03,make 3d reproductions from a mold,cast.03_4,The foundry cast the pewterware.,47.0,37.498382568359375,0.8,190.8195037841797,62.40268325805664,57.962921142578125
111,cast,cast.03,make 3d reproductions from a mold,cast.03_0,The sculptor cast the statue.,42.0,37.632450103759766,0.8,163.05148315429688,58.98297119140625,32.73485565185547
112,cast,cast.04,bandage in plaster,cast.04_7,The doctor cast the brokenarm.,52.0,33.077266693115234,0.8,206.33644104003906,42.397151947021484,38.38357162475586
113,cast,cast.04,bandage in plaster,cast.04_5,The nurse cast the brokenarm.,49.0,34.21348571777344,0.8,226.38555908203125,63.03199005126953,40.43597412109375
114,cast,cast.04,bandage in plaster,cast.04_8,The doctors cast the brokenbone.,53.0,35.569541931152344,0.8,228.65496826171875,55.206398010253906,51.666908264160156
115,cast,cast.04,bandage in plaster,cast.04_1,The doctor cast the broken.,43.0,36.83048629760742,0.8,185.23532104492188,36.55084228515625,33.248085021972656
116,catch,catch.01,get,catch.01_8,The boy caught the ball.,51.0,22.997146606445312,0.8,144.50889587402344,28.595165252685547,28.094404220581055
117,catch,catch.01,get,catch.01_5,The man caught the bus.,47.0,25.878219604492188,0.8,126.14291381835938,32.5823974609375,30.405797958374023
118,catch,catch.01,get,catch.01_4,The dog caught the bone.,46.0,26.03808212280273,0.8,155.7204132080078,30.73980140686035,29.536834716796875
119,catch,catch.01,get,catch.01_1,The ball caught the player.,43.0,27.16987991333008,0.8,119.72949981689453,34.59701919555664,32.712310791015625
120,catch,catch.02,"come upon, find",catch.02_0,The police caught the criminal.,42.0,27.97090148925781,0.8,184.06109619140625,31.404170989990234,30.48556137084961
121,catch,catch.02,"come upon, find",catch.02_7,The boy caught the rabbit.,51.0,30.393035888671875,0.8,170.79376220703125,33.32023620605469,62.13619613647461
122,catch,catch.02,"come upon, find",catch.02_5,The police caught the suspects.,48.0,30.990392684936523,0.8,158.58221435546875,35.6215934753418,33.838653564453125
123,catch,catch.02,"come upon, find",catch.02_8,The thief caught the watchman.,52.0,33.27063751220703,0.8,118.92655944824219,41.43022918701172,38.808265686035156
124,catch,catch.03,trap,catch.03_8,The cat caught the mouse.,51.0,22.593725204467773,0.8,147.37445068359375,27.185588836669922,27.114688873291016
125,catch,catch.03,trap,catch.03_9,The police caught the thief.,52.0,22.833147048950195,0.8,168.00332641601562,29.704631805419922,28.403793334960938
126,catch,catch.03,trap,catch.03_6,The mouse caught the trap.,48.0,23.461021423339844,0.8,135.19381713867188,31.058963775634766,27.264808654785156
127,catch,catch.03,trap,catch.03_2,The police caught the burglar.,44.0,24.39547348022461,0.8,175.131591796875,31.37624740600586,29.60891342163086
128,chip,chip.01,break off small pieces,chip.01_9,The glacier chipped the rocks.,53.0,29.89525032043457,0.8,219.2960205078125,49.220088958740234,71.25724792480469
129,chip,chip.01,break off small pieces,chip.01_4,The waves chipped the boat.,47.0,30.60478401184082,0.8,141.3665771484375,38.635292053222656,57.34730529785156
130,chip,chip.01,break off small pieces,chip.01_1,The chips chipped the paintwork.,43.0,37.38437271118164,0.8,143.7561492919922,57.601768493652344,71.4205551147461
131,chip,chip.01,break off small pieces,chip.01_0,The ice chipped the windshields.,42.0,38.5100212097168,0.8,188.79913330078125,43.48353576660156,51.68328094482422
132,chop,chop.01,"cut up, (attempt to) cut with a chopping motion",chop.01_8,The chicken chopped the onions.,50.0,34.98556137084961,0.8,195.7828369140625,50.977848052978516,51.56044006347656
133,chop,chop.01,"cut up, (attempt to) cut with a chopping motion",chop.01_0,The police chopped the carrot.,42.0,39.12618637084961,0.8,188.45367431640625,56.05558776855469,51.418601989746094
134,chop,chop.01,"cut up, (attempt to) cut with a chopping motion",chop.01_9,The knife chopped the tomatoes.,51.0,44.87487030029297,0.8,174.4656524658203,33.124778747558594,46.853153228759766
135,chop,chop.01,"cut up, (attempt to) cut with a chopping motion",chop.01_7,The wind chopped the waves.,49.0,46.86737060546875,0.8,146.95556640625,35.97887420654297,32.57128143310547
136,chuck,chuck.01,"to throw, give up",chuck.01_1,The player chucked the ball.,43.0,26.11523056030273,0.8,141.0733184814453,60.488624572753906,85.18644714355469
137,chuck,chuck.01,"to throw, give up",chuck.01_7,The pitcher chucked the ball.,49.0,27.2442569732666,0.8,163.9178466796875,31.129478454589844,42.42268371582031
138,chuck,chuck.01,"to throw, give up",chuck.01_6,The manager chucked the project.,48.0,29.93747329711914,0.8,208.343994140625,58.1065559387207,52.956268310546875
139,chuck,chuck.01,"to throw, give up",chuck.01_0,The man chucked the dice.,42.0,30.5772705078125,0.8,165.56399536132812,44.7219123840332,36.95515060424805
140,clean,clean.01,to free from dirt,clean.01_7,The child cleaned the room.,49.0,26.601821899414062,0.8,172.2624969482422,50.250389099121094,49.04558563232422
141,clean,clean.01,to free from dirt,clean.01_0,The housekeeper cleaned the bathroom.,42.0,26.66901588439941,0.8,161.7870330810547,31.99312973022461,30.707124710083008
142,clean,clean.01,to free from dirt,clean.01_4,The boy cleaned the garage.,46.0,28.44930648803711,0.8,192.1556854248047,63.34272384643555,61.50859832763672
143,clean,clean.01,to free from dirt,clean.01_1,The cleaningwoman cleaned the house.,43.0,32.411170959472656,0.8,157.64187622070312,48.2458381652832,37.763938903808594
144,clear,clear.01,"clean, make clear or open",clear.01_3,The police cleared the suspects.,46.0,31.254188537597656,0.8,207.34347534179688,34.22929000854492,34.755126953125
145,clear,clear.01,"clean, make clear or open",clear.01_1,The water cleared the glasses.,43.0,36.03065490722656,0.8,197.8419189453125,61.706565856933594,38.8553581237793
146,clear,clear.01,"clean, make clear or open",clear.01_9,The window cleared the windscreen.,52.0,37.0594367980957,0.8,191.87277221679688,96.9455795288086,67.01885986328125
147,clear,clear.01,"clean, make clear or open",clear.01_8,The airplane cleared the runway.,51.0,41.13387298583984,0.8,173.24554443359375,32.54730224609375,31.905689239501953
148,clear,clear.02,"approve, permit",clear.02_1,The president cleared the bill.,43.0,27.1853256225586,0.8,172.03912353515625,49.107696533203125,30.314754486083984
149,clear,clear.02,"approve, permit",clear.02_9,The captain cleared the shipment.,52.0,31.73078727722168,0.8,144.73036193847656,69.47257232666016,36.18878936767578
150,clear,clear.02,"approve, permit",clear.02_6,The mayor cleared the newswoman.,48.0,40.79209899902344,0.8,193.4188690185547,79.13374328613281,46.046966552734375
151,clear,clear.02,"approve, permit",clear.02_0,The judge cleared the case.,42.0,41.28688430786133,0.8,152.03646850585938,33.162506103515625,32.56141662597656
152,clear,clear.03,"escape, avoid, get past or through",clear.03_8,The boy cleared the fence.,53.0,27.62448501586914,0.8,180.44432067871094,34.988677978515625,59.149715423583984
153,clear,clear.03,"escape, avoid, get past or through",clear.03_2,The boat cleared the reefs.,45.0,29.70373916625977,0.8,193.8405303955078,38.368873596191406,35.22263717651367
154,clear,clear.03,"escape, avoid, get past or through",clear.03_1,The car cleared the intersection.,43.0,39.99759292602539,0.8,137.71127319335938,33.23060607910156,31.93459701538086
155,clear,clear.03,"escape, avoid, get past or through",clear.03_5,The enemy cleared the defensiveworks.,49.0,42.02091598510742,0.8,227.72430419921875,71.3890151977539,87.91153717041016
156,coat,coat.01,"cover, apply something to a surface",coat.01_7,The paint coated the walls.,52.0,25.73055076599121,0.8,169.06394958496094,32.7320556640625,31.364402770996094
157,coat,coat.01,"cover, apply something to a surface",coat.01_0,The paint coated the wall.,42.0,33.32525634765625,0.8,157.4232177734375,32.3304557800293,30.808094024658203
158,coat,coat.01,"cover, apply something to a surface",coat.01_8,The sun coated the windowpane.,53.0,35.20962142944336,0.8,189.33839416503906,41.87666702270508,40.1954460144043
159,coat,coat.01,"cover, apply something to a surface",coat.01_4,The coatings coated the wires.,48.0,40.52642059326172,0.8,208.30108642578125,106.92007446289062,86.20921325683594
160,cover,cover.01,"has responsibility for, handles, insures, accounts for",cover.01_2,The manager covered the inventory.,44.0,29.21712684631348,0.8,212.55178833007812,71.94115447998047,33.609798431396484
161,cover,cover.01,"has responsibility for, handles, insures, accounts for",cover.01_8,The manager covered the nightshift.,50.0,32.24069595336914,0.8,221.10775756835938,90.04792785644531,36.81837844848633
162,cover,cover.01,"has responsibility for, handles, insures, accounts for",cover.01_5,The captain covered the shipwrecked.,47.0,38.28210067749024,0.8,186.3465576171875,83.75443267822266,45.97505187988281
163,cover,cover.01,"has responsibility for, handles, insures, accounts for",cover.01_6,The bank covered the accounting.,48.0,41.21344757080078,0.8,179.95184326171875,107.51829528808594,51.1710205078125
164,cover,cover.02,"smear, put over, spreading across",cover.02_1,The paint covered the wall.,43.0,23.04749298095703,0.8,178.3001708984375,55.20569610595703,52.0205192565918
165,cover,cover.02,"smear, put over, spreading across",cover.02_2,The smell covered the kitchen.,45.0,29.47482681274414,0.8,186.72427368164062,74.96742248535156,55.42993927001953
166,cover,cover.02,"smear, put over, spreading across",cover.02_8,The paint covered the wallpaper.,52.0,29.944664001464844,0.8,186.9122772216797,60.746070861816406,58.388519287109375
167,cover,cover.02,"smear, put over, spreading across",cover.02_9,The film covered the floorboards.,53.0,35.46788787841797,0.8,211.32489013671875,79.77828979492188,70.48407745361328
168,cover,cover.03,broadcast,cover.03_0,The media covered the trial.,42.0,26.92904281616211,0.8,178.01698303222656,36.49911117553711,31.808334350585938
169,cover,cover.03,broadcast,cover.03_6,The band covered the song.,49.0,30.766407012939453,0.8,125.33340454101562,35.62384033203125,37.181617736816406
170,cover,cover.03,broadcast,cover.03_9,The newscast covered the earthquake.,53.0,31.88607788085937,0.8,197.1046905517578,76.58283233642578,46.247501373291016
171,cover,cover.03,broadcast,cover.03_8,The news covered the protests.,52.0,32.95218276977539,0.8,156.04515075683594,57.54650115966797,35.81886291503906
172,crash,crash.01,"to break, undergo damage, possibly producing a characteristic sound, possibly resulting in a sound",crash.01_0,The car crashed the wall.,42.0,28.13540267944336,0.8,118.52459716796875,33.657318115234375,32.576377868652344
173,crash,crash.01,"to break, undergo damage, possibly producing a characteristic sound, possibly resulting in a sound",crash.01_7,The car crashed the guardrail.,52.0,29.2680721282959,0.8,165.659423828125,34.5956916809082,33.512935638427734
174,crash,crash.01,"to break, undergo damage, possibly producing a characteristic sound, possibly resulting in a sound",crash.01_4,The truck crashed the guardrail.,47.0,29.804094314575195,0.8,153.850830078125,37.51627731323242,34.86974334716797
175,crash,crash.01,"to break, undergo damage, possibly producing a characteristic sound, possibly resulting in a sound",crash.01_1,The car crashed the gatepost.,43.0,30.583032608032227,0.8,132.9927978515625,37.272850036621094,35.03521728515625
176,crash,crash.02,"to enter uninvited, invite oneself in",crash.02_5,The cat crashed the party.,48.0,24.907833099365234,0.8,145.82135009765625,33.95527267456055,42.796119689941406
177,crash,crash.02,"to enter uninvited, invite oneself in",crash.02_0,The man crashed the party.,42.0,25.33771514892578,0.8,152.20460510253906,35.456077575683594,29.169944763183594
